DATE,BSRN,ND,KP1,KP2,KP3,KP4,KP5,KP6,KP7,KP8,KP_SUM,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP_AVG,CP,C9,ISN,F10.7_OBS,F10.7_ADJ,F10.7_DATA_TYPE,F10.7_OBS_CENTER81,F10.7_OBS_LAST81,F10.7_ADJ_CENTER81,F10.7_ADJ_LAST81
2001-01-01,2285,22,0,3,10,10,3,3,7,7,43,0,2,4,4,2,2,3,3,2,0.0,0,133,171.0,165.3,OBS,173.0,175.1,167.8,171.1
2001-01-02,2285,23,13,3,0,0,7,3,10,27,63,5,2,0,0,3,2,4,12,4,0.1,0,140,176.1,170.2,OBS,172.5,175.2,167.2,171.1
2001-01-03,2285,24,23,37,23,23,23,7,7,10,153,9,22,9,9,9,3,3,4,8,0.5,2,131,169.9,164.2,OBS,171.7,175.3,166.5,171.1
2001-01-04,2285,25,23,13,30,23,30,30,23,23,197,9,5,15,9,15,15,9,9,11,0.6,3,146,174.6,168.8,OBS,171.0,175.5,165.8,171.3
2001-01-05,2285,26,17,7,7,3,7,3,13,30,87,6,3,3,2,3,2,5,15,5,0.2,1,164,176.3,170.5,OBS,169.3,175.7,164.1,171.4
2001-01-06,2285,27,20,10,10,7,10,10,3,10,80,7,4,4,3,4,4,2,4,4,0.1,0,194,179.4,173.4,OBS,168.4,176.0,163.3,171.6
2001-01-07,2286,1,20,17,13,7,3,10,10,20,100,7,6,5,3,2,4,4,7,5,0.2,1,195,176.7,170.9,OBS,167.7,176.3,162.5,171.9
2001-01-08,2286,2,20,20,10,17,10,20,40,37,173,7,7,4,6,4,7,27,22,10,0.6,3,157,167.1,161.5,OBS,166.9,176.4,161.8,172.0
2001-01-09,2286,3,20,7,10,17,17,10,13,13,107,7,3,4,6,6,4,5,5,5,0.2,1,172,166.3,160.8,OBS,166.2,176.5,161.1,172.0
2001-01-10,2286,4,3,3,3,3,10,30,20,23,97,2,2,2,2,4,15,7,9,5,0.2,1,151,162.8,157.4,OBS,165.5,176.5,160.4,172.0
2001-01-11,2286,5,17,3,7,10,17,27,27,27,133,6,2,3,4,6,12,12,12,7,0.4,2,172,165.9,160.5,OBS,165.0,176.6,160.0,172.0
2001-01-12,2286,6,33,30,27,17,10,3,0,3,123,18,15,12,6,4,2,0,2,7,0.4,2,175,178.3,172.5,OBS,164.7,176.8,159.7,172.1
2001-01-13,2286,7,10,10,17,23,27,13,7,13,120,4,4,6,9,12,5,3,5,6,0.3,1,166,184.3,178.3,OBS,164.5,177.1,159.5,172.4
2001-01-14,2286,8,23,27,23,17,10,10,23,20,153,9,12,9,6,4,4,9,7,8,0.4,2,149,176.3,170.6,OBS,164.4,177.2,159.4,172.5
2001-01-15,2286,9,7,0,13,20,23,13,17,30,123,3,0,5,7,9,5,6,15,6,0.3,1,137,169.2,163.8,OBS,164.3,177.2,159.3,172.4
2001-01-16,2286,10,10,3,13,13,30,17,10,10,107,4,2,5,5,15,6,4,4,6,0.3,1,112,161.9,156.6,OBS,164.2,177.0,159.3,172.2
2001-01-17,2286,11,30,17,7,3,13,23,20,13,127,15,6,3,2,5,9,7,5,6,0.3,1,88,151.9,147.0,OBS,164.1,176.7,159.2,171.8
2001-01-18,2286,12,0,0,13,20,13,7,10,20,83,0,0,5,7,5,3,4,7,4,0.1,0,90,151.5,146.6,OBS,164.0,176.2,159.1,171.3
2001-01-19,2286,13,17,13,3,0,10,10,13,20,87,6,5,2,0,4,4,5,7,4,0.1,0,109,152.5,147.7,OBS,164.0,175.7,159.1,170.8
2001-01-20,2286,14,7,7,27,23,23,23,27,33,170,3,3,12,9,9,9,12,18,9,0.5,2,91,153.2,148.3,OBS,163.8,175.2,159.0,170.3
2001-01-21,2286,15,23,27,27,40,33,37,37,40,263,9,12,12,27,18,22,22,27,19,1.0,5,121,151.5,146.7,OBS,163.6,174.6,158.8,169.6
2001-01-22,2286,16,37,33,23,23,23,27,20,27,213,22,18,9,9,9,12,7,12,12,0.7,3,139,162.1,157.1,OBS,163.5,174.1,158.7,169.2
2001-01-23,2286,17,20,17,3,40,30,33,47,40,230,7,6,2,27,15,18,39,27,18,1.0,5,167,167.1,162.0,OBS,163.2,173.7,158.5,168.7
2001-01-24,2286,18,27,30,10,33,40,40,47,30,257,12,15,4,18,27,27,39,15,20,1.0,5,176,172.5,167.2,OBS,162.9,173.5,158.2,168.4
2001-01-25,2286,19,17,13,7,7,3,17,27,20,110,6,5,3,3,2,6,12,7,6,0.2,1,158,168.6,163.4,OBS,162.5,173.2,157.8,168.2
2001-01-26,2286,20,20,23,37,27,20,20,23,27,197,7,9,22,12,7,7,9,12,11,0.6,3,125,165.6,160.5,OBS,162.3,173.1,157.7,168.0
2001-01-27,2286,21,23,20,10,7,7,7,7,7,87,9,7,4,3,3,3,3,3,4,0.2,1,145,166.8,161.8,OBS,162.0,172.9,157.4,167.8
2001-01-28,2286,22,3,10,13,17,30,20,30,27,150,2,4,5,6,15,7,15,12,8,0.4,2,152,167.6,162.6,OBS,161.5,172.9,157.0,167.8
2001-01-29,2286,23,47,50,20,13,10,10,23,27,200,39,48,7,5,4,4,9,12,16,0.9,4,134,165.4,160.5,OBS,161.0,172.9,156.6,167.7
2001-01-30,2286,24,20,20,3,3,3,7,0,0,57,7,7,2,2,2,3,0,0,3,0.1,0,104,159.6,154.9,OBS,160.5,172.9,156.1,167.8
2001-01-31,2286,25,3,7,40,40,37,37,40,30,233,2,3,27,27,22,22,27,15,18,1.0,5,128,153.3,148.8,OBS,160.0,173.0,155.7,167.8
2001-02-01,2286,26,20,33,27,20,13,10,20,20,163,7,18,12,7,5,4,7,7,8,0.5,2,118,160.9,156.2,OBS,159.5,173.2,155.2,168.0
2001-02-02,2286,27,30,20,10,10,3,10,10,13,107,15,7,4,4,2,4,4,5,6,0.3,1,118,166.3,161.6,OBS,158.9,173.4,154.7,168.2
2001-02-03,2287,1,3,0,3,3,7,3,0,0,20,2,0,2,2,3,2,0,0,1,0.0,0,139,163.6,159.0,OBS,158.2,173.6,154.0,168.4
2001-02-04,2287,2,0,0,0,3,7,3,10,0,23,0,0,0,2,3,2,4,0,1,0.0,0,137,148.1,144.0,OBS,157.6,173.6,153.5,168.4
2001-02-05,2287,3,0,0,0,7,7,7,13,20,53,0,0,0,3,3,3,5,7,3,0.0,0,158,165.3,160.7,OBS,157.0,173.8,152.9,168.5
2001-02-06,2287,4,30,23,43,27,13,27,30,27,220,15,9,32,12,5,12,15,12,14,0.8,4,166,170.0,165.3,OBS,156.4,173.9,152.4,168.6
2001-02-07,2287,5,23,27,20,7,10,10,20,10,127,9,12,7,3,4,4,7,4,6,0.3,1,167,164.0,159.6,OBS,155.9,173.7,152.0,168.4
2001-02-08,2287,6,7,20,20,20,0,13,17,27,123,3,7,7,7,0,5,6,12,6,0.3,1,167,156.5,152.3,OBS,155.5,173.5,151.7,168.2
2001-02-09,2287,7,13,3,10,13,17,13,20,17,107,5,2,4,5,6,5,7,6,5,0.2,1,172,162.4,158.1,OBS,155.3,173.3,151.4,168.1
2001-02-10,2287,8,13,23,13,17,20,20,10,3,120,5,9,5,6,7,7,4,2,6,0.3,1,158,160.7,156.5,OBS,155.4,173.0,151.7,167.8
2001-02-11,2287,9,27,20,23,20,17,3,10,13,133,12,7,9,7,6,2,4,5,6,0.3,1,151,151.3,147.4,OBS,155.5,172.5,151.8,167.2
2001-02-12,2287,10,20,3,3,7,13,20,17,27,110,7,2,2,3,5,7,6,12,6,0.2,1,107,144.6,140.9,OBS,156.1,171.7,152.4,166.5
2001-02-13,2287,11,27,43,43,30,33,37,40,47,300,12,32,32,15,18,22,27,39,25,1.2,6,107,141.3,137.8,OBS,156.6,171.0,153.1,165.8
2001-02-14,2287,12,37,37,27,33,37,33,37,30,270,22,22,12,18,22,18,22,15,19,1.0,5,103,137.9,134.6,OBS,157.7,169.3,154.2,164.1
2001-02-15,2287,13,13,10,23,23,10,13,7,7,107,5,4,9,9,4,5,3,3,5,0.2,1,113,135.1,131.8,OBS,158.9,168.4,155.5,163.3
2001-02-16,2287,14,0,3,0,7,10,10,13,17,60,0,2,0,3,4,4,5,6,3,0.1,0,110,129.6,126.5,OBS,160.1,167.7,156.7,162.5
2001-02-17,2287,15,17,0,0,3,0,13,10,3,47,6,0,0,2,0,5,4,2,2,0.0,0,107,129.8,126.8,OBS,161.2,166.9,157.8,161.8
2001-02-18,2287,16,10,3,3,3,7,7,7,7,47,4,2,2,2,3,3,3,3,3,0.0,0,115,132.0,129.0,OBS,162.3,166.2,159.0,161.1
2001-02-19,2287,17,10,7,13,13,17,10,13,7,90,4,3,5,5,6,4,5,3,4,0.2,1,113,137.0,134.0,OBS,163.2,165.5,160.0,160.4
2001-02-20,2287,18,13,17,7,27,27,13,17,17,137,5,6,3,12,12,5,6,6,7,0.3,1,115,145.5,142.3,OBS,164.4,165.0,161.2,160.0
2001-02-21,2287,19,20,17,13,20,23,13,7,17,130,7,6,5,7,9,5,3,6,6,0.3,1,142,143.6,140.5,OBS,165.2,164.7,162.1,159.7
2001-02-22,2287,20,10,7,20,17,7,13,13,20,107,4,3,7,6,3,5,5,7,5,0.2,1,122,145.8,142.7,OBS,165.7,164.5,162.7,159.5
2001-02-23,2287,21,30,30,27,20,23,20,13,20,183,15,15,12,7,9,7,5,7,10,0.5,2,89,145.2,142.2,OBS,166.0,164.4,163.0,159.4
2001-02-24,2287,22,13,20,7,7,17,10,0,0,73,5,7,3,3,6,4,0,0,4,0.1,0,84,137.3,134.6,OBS,168.7,164.3,165.9,159.3
2001-02-25,2287,23,0,3,7,7,3,3,13,7,43,0,2,3,3,2,2,5,3,2,0.0,0,84,134.9,132.2,OBS,173.6,164.2,170.8,159.3
2001-02-26,2287,24,23,7,13,10,10,33,27,37,160,9,3,5,4,4,18,12,22,10,0.5,2,87,135.4,132.8,OBS,173.8,164.1,171.1,159.2
2001-02-27,2287,25,40,37,33,30,20,10,7,7,183,27,22,18,15,7,4,3,3,12,0.7,3,75,130.6,128.1,OBS,174.0,164.0,171.4,159.1
2001-02-28,2287,26,0,3,10,27,33,30,27,17,147,0,2,4,12,18,15,12,6,9,0.5,2,77,131.8,129.4,OBS,174.2,164.0,171.6,159.1
2001-03-01,2287,27,30,17,13,3,7,17,17,13,117,15,6,5,2,3,6,6,5,6,0.3,1,76,131.4,129.0,OBS,174.4,163.8,171.9,159.0
2001-03-02,2288,1,13,13,17,17,20,23,33,27,163,5,5,6,6,7,9,18,12,8,0.5,2,77,129.7,127.4,OBS,174.5,163.6,172.0,158.8
2001-03-03,2288,2,27,23,10,37,37,27,40,27,227,12,9,4,22,22,12,27,12,15,0.8,4,110,139.6,137.3,OBS,174.5,163.5,172.1,158.7
2001-03-04,2288,3,27,33,33,27,27,27,47,43,263,12,18,18,12,12,12,39,32,19,1.0,5,134,141.0,138.7,OBS,174.1,163.2,171.8,158.5
2001-03-05,2288,4,50,47,43,27,20,20,13,17,237,48,39,32,12,7,7,5,6,20,1.0,5,152,155.8,153.4,OBS,173.8,162.9,171.6,158.2
2001-03-06,2288,5,20,20,17,13,20,13,27,17,147,7,7,6,5,7,5,12,6,7,0.3,1,133,157.8,155.4,OBS,173.3,162.5,171.2,157.8
2001-03-07,2288,6,20,30,20,17,20,33,17,10,167,7,15,7,6,7,18,6,4,9,0.5,2,124,176.6,174.0,OBS,172.8,162.3,170.7,157.7
2001-03-08,2288,7,7,7,17,20,10,13,27,27,127,3,3,6,7,4,5,12,12,6,0.3,1,92,167.2,164.8,OBS,172.3,162.0,170.3,157.4
2001-03-09,2288,8,27,13,17,13,20,20,13,3,127,12,5,6,5,7,7,5,2,6,0.3,1,115,161.4,159.2,OBS,171.8,161.5,169.9,157.0
2001-03-10,2288,9,3,20,17,17,10,17,23,3,110,2,7,6,6,4,6,9,2,5,0.2,1,142,160.1,158.0,OBS,171.6,161.0,169.7,156.6
2001-03-11,2288,10,10,20,10,7,10,3,10,3,73,4,7,4,3,4,2,4,2,4,0.1,0,132,157.8,155.8,OBS,171.7,160.5,170.0,156.1
2001-03-12,2288,11,3,3,13,23,33,30,30,37,173,2,2,5,9,18,15,15,22,11,0.6,3,139,157.6,155.7,OBS,172.1,160.0,170.4,155.7
2001-03-13,2288,12,30,27,17,33,20,13,13,20,173,15,12,6,18,7,5,5,7,9,0.5,2,108,147.3,145.6,OBS,172.6,159.5,171.0,155.2
2001-03-14,2288,13,30,20,23,20,13,10,13,13,143,15,7,9,7,5,4,5,5,7,0.4,2,117,142.2,140.7,OBS,173.1,158.9,171.5,154.7
2001-03-15,2288,14,0,3,10,3,7,3,3,7,37,0,2,4,2,3,2,2,3,2,0.0,0,110,136.1,134.7,OBS,173.4,158.2,172.0,154.0
2001-03-16,2288,15,0,0,0,3,7,10,3,13,37,0,0,0,2,3,4,2,5,2,0.0,0,102,139.9,138.5,OBS,173.8,157.6,172.4,153.5
2001-03-17,2288,16,0,3,3,3,10,23,23,17,83,0,2,2,2,4,9,9,6,4,0.1,0,75,134.2,132.9,OBS,174.4,157.0,173.1,152.9
2001-03-18,2288,17,30,27,17,13,10,17,13,23,150,15,12,6,5,4,6,5,9,8,0.4,2,89,139.8,138.5,OBS,174.7,156.4,173.5,152.4
2001-03-19,2288,18,20,20,17,33,43,53,67,53,307,7,7,6,18,32,56,111,56,37,1.4,6,96,147.0,145.7,OBS,174.9,155.9,173.8,152.0
2001-03-20,2288,19,47,57,60,57,73,70,43,37,443,39,67,80,67,154,132,32,22,74,1.8,7,117,153.3,152.1,OBS,175.2,155.5,174.2,151.7
2001-03-21,2288,20,40,23,23,10,10,7,7,10,130,27,9,9,4,4,3,3,4,8,0.4,2,129,159.4,158.2,OBS,175.6,155.3,174.7,151.4
2001-03-22,2288,21,7,7,7,7,33,43,33,30,167,3,3,3,3,18,32,18,15,12,0.7,3,124,183.0,181.8,OBS,176.2,155.4,175.4,151.7
2001-03-23,2288,22,40,50,33,40,37,47,43,30,320,27,48,18,27,22,39,32,15,28,1.2,6,165,180.0,178.9,OBS,176.4,155.5,175.7,151.8
2001-03-24,2288,23,13,37,33,20,23,27,30,3,187,5,22,18,7,9,12,15,2,11,0.6,3,218,218.7,217.5,OBS,176.7,156.1,176.0,152.4
2001-03-25,2288,24,7,17,20,27,20,10,13,7,120,3,6,7,12,7,4,5,3,6,0.3,1,272,216.8,215.7,OBS,177.0,156.6,176.5,153.1
2001-03-26,2288,25,3,7,7,10,17,7,10,10,70,2,3,3,4,6,3,4,4,4,0.1,0,319,263.7,262.6,OBS,177.3,157.7,176.8,154.2
2001-03-27,2288,26,40,33,20,27,17,33,50,60,280,27,18,7,12,6,18,48,80,27,1.2,6,352,273.4,272.4,OBS,177.5,158.9,177.1,155.5
2001-03-28,2288,27,30,20,53,60,63,57,30,37,350,15,7,56,80,94,67,15,22,44,1.5,7,343,273.5,272.6,OBS,177.5,160.1,177.2,156.7
2001-03-29,2289,1,37,40,47,37,33,40,20,27,280,22,27,39,22,18,27,7,12,22,1.1,5,340,261.7,261.0,OBS,177.5,161.2,177.2,157.8
2001-03-30,2289,2,23,23,27,20,27,27,30,33,210,9,9,12,7,12,12,15,18,12,0.7,3,338,256.8,256.3,OBS,177.5,162.3,177.3,159.0
2001-03-31,2289,3,67,87,87,63,70,80,83,73,610,111,300,300,94,132,207,236,154,192,2.1,9,300,245.6,245.3,OBS,177.5,163.2,177.4,160.0
2001-04-01,2289,4,50,57,53,30,33,30,47,50,350,48,67,56,15,18,15,39,48,38,1.4,6,279,257.5,257.2,OBS,177.5,164.4,177.4,161.2
2001-04-02,2289,5,47,37,37,30,30,40,37,27,283,39,22,22,15,15,27,22,12,22,1.1,5,249,228.0,227.9,OBS,177.4,165.2,177.4,162.1
2001-04-03,2289,6,23,17,13,10,10,27,13,20,133,9,6,5,4,4,12,5,7,6,0.3,1,254,223.1,223.1,OBS,177.3,165.7,177.4,162.7
2001-04-04,2289,7,23,23,20,17,47,50,53,20,253,9,9,7,6,39,48,56,7,23,1.1,5,201,204.8,205.0,OBS,177.2,166.0,177.4,163.0
2001-04-05,2289,8,17,20,43,43,30,37,33,33,257,6,7,32,32,15,22,18,18,19,1.0,5,200,398.7,399.2,OBS,177.2,168.7,177.4,165.9
2001-04-06,2289,9,17,17,33,27,27,27,33,33,213,6,6,18,12,12,12,18,18,13,0.7,3,165,563.5,564.5,OBS,177.2,173.6,177.5,170.8
2001-04-07,2289,10,37,43,30,20,20,37,47,27,260,22,32,15,7,7,22,39,12,20,1.0,5,150,179.5,180.0,OBS,177.4,173.8,177.7,171.1
2001-04-08,2289,11,27,20,30,57,70,50,70,63,387,12,7,15,67,132,48,132,94,63,1.7,7,173,169.2,169.7,OBS,177.4,174.0,177.9,171.4
2001-04-09,2289,12,27,37,40,33,30,50,30,20,267,12,22,27,18,15,48,15,7,20,1.0,5,165,164.8,165.4,OBS,177.5,174.2,178.1,171.6
2001-04-10,2289,13,33,17,17,20,30,30,17,27,190,18,6,6,7,15,15,6,12,11,0.6,3,171,169.7,170.4,OBS,177.7,174.4,178.3,171.9
2001-04-11,2289,14,30,23,20,20,37,80,77,83,370,15,9,7,7,22,207,179,236,85,1.8,7,173,159.6,160.3,OBS,177.9,174.5,178.6,172.0
2001-04-12,2289,15,73,63,53,50,37,30,7,10,323,154,94,56,48,22,15,3,4,50,1.6,7,155,149.0,149.8,OBS,178.2,174.5,178.9,172.1
2001-04-13,2289,16,10,17,33,73,57,50,57,47,343,4,6,18,154,67,48,67,39,50,1.6,7,147,137.0,137.8,OBS,178.4,174.1,179.2,171.8
2001-04-14,2289,17,43,37,33,33,33,33,27,20,260,32,22,18,18,18,18,12,7,18,1.0,5,138,138.7,139.6,OBS,178.8,173.8,179.7,171.6
2001-04-15,2289,18,27,33,27,17,43,23,20,23,213,12,18,12,6,32,9,7,9,13,0.8,4,113,134.2,135.1,OBS,178.8,173.3,179.8,171.2
2001-04-16,2289,19,33,23,13,13,17,17,13,23,153,18,9,5,5,6,6,5,9,8,0.4,2,87,123.4,124.3,OBS,178.7,172.8,179.8,170.7
2001-04-17,2289,20,20,23,10,10,13,17,13,23,130,7,9,4,4,5,6,5,9,6,0.3,1,42,126.1,127.1,OBS,178.3,172.3,179.5,170.3
2001-04-18,2289,21,60,73,67,30,20,27,23,27,327,80,154,111,15,7,12,9,12,50,1.6,7,57,131.8,133.0,OBS,178.0,171.8,179.3,169.9
2001-04-19,2289,22,27,23,13,13,13,7,7,20,123,12,9,5,5,5,3,3,7,6,0.3,1,93,144.5,145.8,OBS,177.8,171.6,179.1,169.7
2001-04-20,2289,23,27,27,10,13,20,7,7,13,123,12,12,4,5,7,3,3,5,6,0.3,1,129,180.4,182.2,OBS,177.4,171.7,178.8,170.0
2001-04-21,2289,24,13,17,3,10,10,33,20,30,137,5,6,2,4,4,18,7,15,8,0.4,2,174,191.1,193.0,OBS,177.1,172.1,178.5,170.4
2001-04-22,2289,25,37,33,40,37,50,63,47,40,347,22,18,27,22,48,94,39,27,37,1.4,6,164,192.5,194.6,OBS,176.8,172.6,178.3,171.0
2001-04-23,2289,26,40,43,40,33,23,23,13,10,227,27,32,27,18,9,9,5,4,16,0.9,4,159,196.4,198.6,OBS,176.6,173.1,178.2,171.5
2001-04-24,2289,27,13,23,23,17,13,10,7,13,120,5,9,9,6,5,4,3,5,6,0.3,1,164,193.5,195.8,OBS,176.7,173.4,178.3,172.0
2001-04-25,2290,1,13,3,10,20,23,20,20,17,127,5,2,4,7,9,7,7,6,6,0.3,1,179,193.9,196.3,OBS,176.9,173.8,178.6,172.4
2001-04-26,2290,2,10,17,27,17,13,13,17,17,130,4,6,12,6,5,5,6,6,6,0.3,1,179,196.2,198.7,OBS,177.1,174.4,178.9,173.1
2001-04-27,2290,3,13,10,10,10,10,13,13,7,87,5,4,4,4,4,5,5,3,4,0.1,0,192,190.8,193.3,OBS,177.3,174.7,179.2,173.5
2001-04-28,2290,4,17,57,40,40,60,57,40,33,343,6,67,27,27,80,67,27,18,40,1.4,6,161,187.8,190.4,OBS,177.7,174.9,179.6,173.8
2001-04-29,2290,5,43,37,27,13,27,27,17,3,193,32,22,12,5,12,12,6,2,13,0.7,3,170,191.7,194.5,OBS,178.1,175.2,180.1,174.2
2001-04-30,2290,6,7,0,3,0,0,0,10,3,23,3,0,2,0,0,0,4,2,1,0.0,0,168,187.8,190.7,OBS,178.4,175.6,180.5,174.7
2001-05-01,2290,7,10,3,7,7,10,3,17,7,63,4,2,3,3,4,2,6,3,3,0.1,0,157,209.7,213.0,OBS,178.4,176.2,180.6,175.4
2001-05-02,2290,8,10,13,20,17,10,13,7,7,97,4,5,7,6,4,5,3,3,5,0.2,1,174,176.2,179.0,OBS,178.2,176.4,180.4,175.7
2001-05-03,2290,9,20,10,10,23,13,17,17,17,127,7,4,4,9,5,6,6,6,6,0.3,1,169,172.3,175.1,OBS,178.0,176.7,180.3,176.0
2001-05-04,2290,10,10,20,30,20,10,10,17,17,133,4,7,15,7,4,4,6,6,7,0.3,1,194,175.6,178.6,OBS,177.5,177.0,180.0,176.5
2001-05-05,2290,11,3,3,7,7,0,7,10,10,47,2,2,3,3,0,3,4,4,3,0.0,0,174,160.6,163.5,OBS,177.2,177.3,179.8,176.8
2001-05-06,2290,12,3,3,17,13,13,10,17,20,97,2,2,6,5,5,4,6,7,5,0.2,1,135,155.0,157.8,OBS,176.4,177.5,179.0,177.1
2001-05-07,2290,13,27,40,33,20,27,20,27,7,200,12,27,18,7,12,7,12,3,12,0.7,3,116,138.3,140.9,OBS,175.6,177.5,178.3,177.2
2001-05-08,2290,14,13,7,23,23,33,37,43,40,220,5,3,9,9,18,22,32,27,16,0.9,4,81,128.7,131.1,OBS,174.8,177.5,177.6,177.2
2001-05-09,2290,15,50,50,37,37,47,53,50,43,367,48,48,22,22,39,56,48,32,39,1.4,6,93,129.4,131.9,OBS,174.3,177.5,177.2,177.3
2001-05-10,2290,16,53,50,37,27,27,23,30,27,273,56,48,22,12,12,9,15,12,23,1.1,5,88,130.4,133.0,OBS,173.5,177.5,176.5,177.4
2001-05-11,2290,17,23,10,13,10,3,7,17,33,117,9,4,5,4,2,3,6,18,6,0.3,1,118,136.6,139.4,OBS,172.9,177.5,176.0,177.4
2001-05-12,2290,18,33,23,33,47,53,43,43,47,323,18,9,18,39,56,32,32,39,30,1.3,6,124,138.1,141.0,OBS,172.2,177.4,175.4,177.4
2001-05-13,2290,19,50,33,23,23,33,40,53,43,300,48,18,9,9,18,27,56,32,27,1.2,6,125,138.9,141.9,OBS,171.9,177.3,175.2,177.4
2001-05-14,2290,20,43,30,30,10,10,17,17,10,167,32,15,15,4,4,6,6,4,11,0.6,3,150,138.2,141.2,OBS,171.7,177.2,175.0,177.4
2001-05-15,2290,21,13,17,27,23,17,30,37,30,193,5,6,12,9,6,15,22,15,11,0.6,3,141,142.1,145.2,OBS,171.6,177.2,175.0,177.4
2001-05-16,2290,22,27,20,27,17,13,13,7,23,147,12,7,12,6,5,5,3,9,7,0.4,2,146,137.8,140.9,OBS,168.9,177.2,172.4,177.5
2001-05-17,2290,23,17,20,10,10,10,20,17,23,127,6,7,4,4,4,7,6,9,6,0.3,1,140,147.4,150.8,OBS,164.0,177.4,167.6,177.7
2001-05-18,2290,24,27,23,10,10,17,13,13,30,143,12,9,4,4,6,5,5,15,8,0.4,2,137,138.2,141.5,OBS,163.6,177.4,167.2,177.9
2001-05-19,2290,25,40,37,17,10,13,7,17,7,147,27,22,6,4,5,3,6,3,10,0.5,2,125,141.3,144.6,OBS,163.3,177.5,166.9,178.1
2001-05-20,2290,26,10,17,17,13,20,13,10,10,110,4,6,6,5,7,5,4,4,5,0.2,1,121,141.5,144.9,OBS,163.0,177.7,166.7,178.3
2001-05-21,2290,27,7,7,7,13,10,7,10,7,67,3,3,3,5,4,3,4,3,4,0.1,0,140,150.1,153.8,OBS,162.6,177.9,166.3,178.6
2001-05-22,2291,1,13,13,13,20,20,20,27,20,147,5,5,5,7,7,7,12,7,7,0.3,1,178,152.0,155.8,OBS,162.3,178.2,166.0,178.9
2001-05-23,2291,2,23,20,17,13,23,33,23,23,177,9,7,6,5,9,18,9,9,9,0.5,2,197,158.7,162.8,OBS,162.1,178.4,165.9,179.2
2001-05-24,2291,3,23,20,7,10,10,10,10,10,100,9,7,3,4,4,4,4,4,5,0.2,1,174,170.3,174.7,OBS,162.0,178.8,165.9,179.7
2001-05-25,2291,4,13,10,10,13,23,27,27,10,133,5,4,4,5,9,12,12,4,7,0.3,1,165,161.9,166.1,OBS,161.9,178.8,165.8,179.8
2001-05-26,2291,5,17,20,17,13,7,7,7,10,97,6,7,6,5,3,3,3,4,5,0.2,1,174,147.4,151.3,OBS,161.7,178.7,165.6,179.8
2001-05-27,2291,6,3,3,3,10,13,43,27,20,123,2,2,2,4,5,32,12,7,8,0.4,2,182,146.9,150.8,OBS,161.6,178.3,165.6,179.5
2001-05-28,2291,7,23,20,23,37,37,43,33,40,257,9,7,9,22,22,32,18,27,18,1.0,5,151,143.0,146.9,OBS,161.5,178.0,165.5,179.3
2001-05-29,2291,8,30,17,10,10,30,33,13,7,150,15,6,4,4,15,18,5,3,9,0.5,2,125,138.5,142.3,OBS,161.4,177.8,165.5,179.1
2001-05-30,2291,9,3,3,0,3,13,7,13,10,53,2,2,0,2,5,3,5,4,3,0.1,0,110,132.3,136.0,OBS,161.3,177.4,165.4,178.8
2001-05-31,2291,10,3,3,0,3,10,7,7,7,40,2,2,0,2,4,3,3,3,2,0.0,0,101,132.8,136.6,OBS,160.6,177.1,164.8,178.5
2001-06-01,2291,11,3,7,7,23,30,23,27,37,157,2,3,3,9,15,9,12,22,9,0.5,2,88,133.0,136.8,OBS,159.9,176.8,164.1,178.3
2001-06-02,2291,12,53,40,30,40,33,20,27,33,277,56,27,15,27,18,7,12,18,22,1.1,5,150,134.0,137.8,OBS,159.2,176.6,163.4,178.2
2001-06-03,2291,13,17,17,23,10,10,13,23,20,133,6,6,9,4,4,5,9,7,6,0.3,1,150,145.3,149.5,OBS,158.4,176.7,162.6,178.3
2001-06-04,2291,14,30,13,13,17,17,23,13,20,147,15,5,5,6,6,9,5,7,7,0.4,2,145,153.8,158.3,OBS,157.8,176.9,162.0,178.6
2001-06-05,2291,15,23,20,13,7,7,7,7,17,100,9,7,5,3,3,3,3,6,5,0.2,1,161,153.4,158.0,OBS,157.1,177.1,161.4,178.9
2001-06-06,2291,16,13,10,13,10,23,23,20,20,133,5,4,5,4,9,9,7,7,6,0.3,1,180,157.7,162.4,OBS,156.5,177.3,160.8,179.2
2001-06-07,2291,17,20,33,13,27,23,17,20,17,170,7,18,5,12,9,6,7,6,9,0.5,2,195,164.8,169.8,OBS,156.0,177.7,160.3,179.6
2001-06-08,2291,18,10,13,17,20,17,23,23,27,150,4,5,6,7,6,9,9,12,7,0.4,2,215,180.2,185.7,OBS,155.4,178.1,159.8,180.1
2001-06-09,2291,19,17,27,23,33,33,37,50,57,277,6,12,9,18,18,22,48,67,25,1.2,6,254,177.0,182.4,OBS,154.8,178.4,159.2,180.5
2001-06-10,2291,20,57,30,33,30,20,27,30,23,250,67,15,18,15,7,12,15,9,20,1.0,5,241,163.0,168.0,OBS,154.3,178.4,158.7,180.6
2001-06-11,2291,21,30,20,10,13,23,23,20,17,157,15,7,4,5,9,9,7,6,8,0.4,2,262,162.4,167.4,OBS,153.4,178.2,157.8,180.4
2001-06-12,2291,22,20,10,13,7,7,7,13,13,90,7,4,5,3,3,3,5,5,4,0.2,1,259,166.4,171.6,OBS,152.9,178.0,157.4,180.3
2001-06-13,2291,23,23,27,27,20,17,17,20,13,163,9,12,12,7,6,6,7,5,8,0.4,2,242,181.4,187.1,OBS,152.6,177.5,157.0,180.0
