DATE,BSRN,ND,KP1,KP2,KP3,KP4,KP5,KP6,KP7,KP8,KP_SUM,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP_AVG,CP,C9,ISN,F10.7_OBS,F10.7_ADJ,F10.7_DATA_TYPE,F10.7_OBS_CENTER81,F10.7_OBS_LAST81,F10.7_ADJ_CENTER81,F10.7_ADJ_LAST81
2008-06-20,2386,22,23,30,30,17,13,13,20,20,167,9,15,15,6,5,5,7,7,9,0.5,2,12,65.2,67.3,OBS,66.6,68.5,68.6,69.7
2008-06-21,2386,23,10,7,7,10,7,10,13,13,77,4,3,3,4,3,4,5,5,4,0.1,0,12,64.8,67.0,OBS,66.5,68.3,68.6,69.6
2008-06-22,2386,24,13,3,3,10,7,3,3,7,50,5,2,2,4,3,2,2,3,3,0.1,0,12,65.4,67.5,OBS,66.5,68.2,68.5,69.5
2008-06-23,2386,25,17,17,7,10,10,7,7,3,77,6,6,3,4,4,3,3,2,4,0.1,0,0,65.3,67.5,OBS,66.5,68.0,68.5,69.4
2008-06-24,2386,26,7,7,7,7,7,10,20,30,93,3,3,3,3,3,4,7,15,5,0.2,1,0,65.8,68.0,OBS,66.5,67.9,68.5,69.3
2008-06-25,2386,27,27,23,23,10,10,23,33,30,180,12,9,9,4,4,9,18,15,10,0.6,3,0,65.9,68.1,OBS,66.4,67.9,68.4,69.3
2008-06-26,2387,1,40,33,23,37,27,20,20,17,217,27,18,9,22,12,7,7,6,14,0.8,4,0,65.4,67.5,OBS,66.3,67.8,68.4,69.3
2008-06-27,2387,2,33,20,17,23,20,23,13,10,160,18,7,6,9,7,9,5,4,8,0.4,2,0,66.1,68.3,OBS,66.3,67.8,68.3,69.2
2008-06-28,2387,3,10,13,7,13,13,13,20,13,103,4,5,3,5,5,5,7,5,5,0.2,1,0,65.9,68.1,OBS,66.2,67.7,68.3,69.2
2008-06-29,2387,4,20,20,10,20,13,17,20,30,150,7,7,4,7,5,6,7,15,7,0.4,2,0,66.6,68.8,OBS,66.2,67.7,68.2,69.2
2008-06-30,2387,5,10,13,10,7,13,13,13,3,83,4,5,4,3,5,5,5,2,4,0.1,0,0,66.7,68.9,OBS,66.1,67.7,68.2,69.2
2008-07-01,2387,6,20,13,17,7,20,7,0,3,87,7,5,6,3,7,3,0,2,4,0.1,0,0,65.6,67.8,OBS,66.1,67.7,68.1,69.2
2008-07-02,2387,7,13,7,3,7,3,3,3,0,40,5,3,2,3,2,2,2,0,2,0.0,0,0,65.9,68.2,OBS,66.0,67.7,68.1,69.2
2008-07-03,2387,8,3,3,0,3,10,13,3,7,43,2,2,0,2,4,5,2,3,2,0.0,0,0,65.5,67.7,OBS,66.0,67.6,68.1,69.2
2008-07-04,2387,9,3,7,3,3,13,17,7,7,60,2,3,2,2,5,6,3,3,3,0.1,0,0,65.4,67.6,OBS,66.0,67.6,68.0,69.2
2008-07-05,2387,10,13,13,7,20,27,23,20,23,147,5,5,3,7,12,9,7,9,7,0.4,2,0,65.1,67.3,OBS,65.9,67.5,68.0,69.2
2008-07-06,2387,11,13,10,13,3,10,3,7,0,60,5,4,5,2,4,2,3,0,3,0.1,0,0,66.1,68.3,OBS,65.9,67.5,68.0,69.1
2008-07-07,2387,12,7,7,7,3,3,0,0,10,37,3,3,3,2,2,0,0,4,2,0.0,0,0,65.5,67.7,OBS,65.9,67.4,67.9,69.1
2008-07-08,2387,13,3,0,3,3,3,3,3,10,30,2,0,2,2,2,2,2,4,2,0.0,0,0,65.5,67.8,OBS,65.9,67.4,67.9,69.1
2008-07-09,2387,14,3,7,3,7,3,7,7,7,43,2,3,2,3,2,3,3,3,3,0.0,0,0,66.0,68.3,OBS,65.9,67.3,67.9,69.0
2008-07-10,2387,15,3,0,0,10,13,10,10,13,60,2,0,0,4,5,4,4,5,3,0.1,0,0,65.4,67.6,OBS,65.9,67.3,67.9,69.0
2008-07-11,2387,16,10,7,13,17,23,10,13,30,123,4,3,5,6,9,4,5,15,6,0.3,1,0,65.7,67.9,OBS,65.8,67.2,67.9,69.0
2008-07-12,2387,17,30,43,40,33,33,20,23,17,240,15,32,27,18,18,7,9,6,16,0.9,4,0,64.9,67.1,OBS,65.8,67.1,67.9,68.9
2008-07-13,2387,18,17,20,27,27,23,30,30,27,200,6,7,12,12,9,15,15,12,11,0.6,3,0,65.2,67.4,OBS,65.9,67.0,67.9,68.8
2008-07-14,2387,19,20,20,27,27,23,30,17,23,187,7,7,12,12,9,15,6,9,10,0.5,2,0,65.6,67.8,OBS,65.9,67.0,67.9,68.8
2008-07-15,2387,20,27,17,17,17,13,13,17,20,140,12,6,6,6,5,5,6,7,7,0.3,1,0,65.7,67.9,OBS,65.9,66.9,67.9,68.8
2008-07-16,2387,21,13,17,10,10,10,13,7,17,97,5,6,4,4,4,5,3,6,5,0.2,1,0,64.6,66.7,OBS,65.9,66.9,67.9,68.7
2008-07-17,2387,22,23,10,7,7,7,7,10,0,70,9,4,3,3,3,3,4,0,4,0.1,0,0,65.0,67.1,OBS,65.9,66.8,67.9,68.7
2008-07-18,2387,23,3,10,13,7,13,7,3,3,60,2,4,5,3,5,3,2,2,3,0.1,0,6,65.3,67.4,OBS,65.9,66.8,67.9,68.7
2008-07-19,2387,24,0,0,0,3,7,3,3,7,23,0,0,0,2,3,2,2,3,2,0.0,0,7,66.4,68.5,OBS,65.9,66.8,67.9,68.7
2008-07-20,2387,25,13,3,0,3,3,3,13,7,47,5,2,0,2,2,2,5,3,3,0.0,0,6,65.9,68.0,OBS,65.9,66.8,67.9,68.7
2008-07-21,2387,26,10,13,13,13,13,13,13,17,107,4,5,5,5,5,5,5,6,5,0.2,1,0,66.2,68.4,OBS,66.0,66.7,67.9,68.6
2008-07-22,2387,27,7,10,13,20,33,30,27,37,177,3,4,5,7,18,15,12,22,11,0.6,3,0,65.8,68.0,OBS,66.0,66.7,67.9,68.6
2008-07-23,2388,1,30,37,30,20,40,30,30,30,247,15,22,15,7,27,15,15,15,16,0.9,4,0,65.5,67.6,OBS,66.0,66.7,67.9,68.6
2008-07-24,2388,2,37,27,27,20,20,13,17,20,180,22,12,12,7,7,5,6,7,10,0.5,2,0,65.4,67.5,OBS,65.9,66.6,67.9,68.6
2008-07-25,2388,3,3,10,3,13,3,0,0,7,40,2,4,2,5,2,0,0,3,2,0.0,0,0,65.8,67.9,OBS,65.9,66.6,67.9,68.6
2008-07-26,2388,4,17,10,7,10,10,10,17,7,87,6,4,3,4,4,4,6,3,4,0.1,0,0,66.1,68.1,OBS,65.9,66.6,67.8,68.6
2008-07-27,2388,5,0,0,3,17,10,10,20,37,97,0,0,2,6,4,4,7,22,6,0.3,1,0,66.3,68.4,OBS,65.9,66.6,67.8,68.6
2008-07-28,2388,6,20,20,20,13,10,10,3,3,100,7,7,7,5,4,4,2,2,5,0.2,1,0,66.3,68.3,OBS,65.9,66.6,67.8,68.6
2008-07-29,2388,7,0,3,7,7,7,10,13,10,57,0,2,3,3,3,4,5,4,3,0.1,0,0,66.0,68.1,OBS,65.9,66.6,67.8,68.6
2008-07-30,2388,8,10,20,7,10,3,3,10,10,73,4,7,3,4,2,2,4,4,4,0.1,0,0,66.5,68.5,OBS,66.0,66.6,67.8,68.6
2008-07-31,2388,9,0,3,7,10,7,10,7,7,50,0,2,3,4,3,4,3,3,3,0.0,0,0,65.5,67.5,OBS,66.0,66.5,67.8,68.6
2008-08-01,2388,10,7,7,3,3,10,10,17,13,70,3,3,2,2,4,4,6,5,4,0.1,0,0,66.1,68.1,OBS,66.0,66.5,67.8,68.5
2008-08-02,2388,11,0,3,3,3,7,0,7,7,30,0,2,2,2,3,0,3,3,2,0.0,0,0,66.2,68.2,OBS,66.0,66.5,67.9,68.5
2008-08-03,2388,12,3,7,3,7,7,10,13,20,70,2,3,2,3,3,4,5,7,4,0.1,0,0,65.5,67.4,OBS,66.1,66.5,67.8,68.5
2008-08-04,2388,13,13,3,3,7,10,3,7,7,53,5,2,2,3,4,2,3,3,3,0.1,0,0,66.2,68.2,OBS,66.1,66.4,67.8,68.4
2008-08-05,2388,14,3,3,7,10,7,3,3,0,37,2,2,3,4,3,2,2,0,2,0.0,0,0,66.5,68.4,OBS,66.1,66.3,67.8,68.4
2008-08-06,2388,15,7,7,7,13,13,13,13,13,87,3,3,3,5,5,5,5,5,4,0.1,0,0,67.0,68.9,OBS,66.1,66.3,67.8,68.3
2008-08-07,2388,16,10,10,3,3,7,10,13,20,77,4,4,2,2,3,4,5,7,4,0.1,0,0,66.1,68.0,OBS,66.1,66.2,67.9,68.3
2008-08-08,2388,17,0,3,3,0,3,13,7,20,50,0,2,2,0,2,5,3,7,3,0.0,0,0,65.5,67.3,OBS,66.2,66.2,67.9,68.2
2008-08-09,2388,18,23,33,23,20,23,37,47,53,260,9,18,9,7,9,22,39,56,21,1.1,5,0,65.5,67.3,OBS,66.2,66.1,67.8,68.2
2008-08-10,2388,19,37,37,33,13,13,30,17,17,197,22,22,18,5,5,15,6,6,12,0.7,3,0,65.6,67.4,OBS,66.2,66.1,67.8,68.1
2008-08-11,2388,20,27,13,10,13,20,13,7,13,117,12,5,4,5,7,5,3,5,6,0.3,1,0,65.7,67.5,OBS,66.2,66.0,67.8,68.1
2008-08-12,2388,21,20,20,20,13,17,20,10,13,133,7,7,7,5,6,7,4,5,6,0.3,1,0,65.2,66.9,OBS,66.2,66.0,67.8,68.1
2008-08-13,2388,22,23,10,3,10,10,7,7,7,77,9,4,2,4,4,3,3,3,4,0.1,0,0,65.3,67.0,OBS,66.3,66.0,67.9,68.0
2008-08-14,2388,23,23,30,7,7,10,7,7,3,93,9,15,3,3,4,3,3,2,5,0.2,1,0,65.9,67.6,OBS,66.3,65.9,67.9,68.0
2008-08-15,2388,24,20,13,3,3,0,3,3,0,47,7,5,2,2,0,2,2,0,2,0.0,0,0,65.3,67.0,OBS,66.4,65.9,67.9,68.0
2008-08-16,2388,25,0,7,10,7,3,7,10,27,70,0,3,4,3,2,3,4,12,4,0.1,0,0,66.2,67.8,OBS,66.4,65.9,67.9,67.9
2008-08-17,2388,26,33,17,7,17,20,13,7,17,130,18,6,3,6,7,5,3,6,7,0.3,1,0,66.5,68.2,OBS,66.4,65.9,67.9,67.9
2008-08-18,2388,27,23,33,27,33,47,37,33,30,263,9,18,12,18,39,22,18,15,19,1.0,5,0,66.2,67.8,OBS,66.4,65.9,67.9,67.9
2008-08-19,2389,1,27,23,23,20,23,27,20,13,177,12,9,9,7,9,12,7,5,9,0.5,2,0,67.3,68.9,OBS,66.5,65.9,67.9,67.9
2008-08-20,2389,2,20,17,10,10,10,7,3,3,80,7,6,4,4,4,3,2,2,4,0.1,0,0,65.9,67.4,OBS,66.5,65.8,67.9,67.9
2008-08-21,2389,3,0,0,7,13,10,3,10,10,53,0,0,3,5,4,2,4,4,3,0.0,0,5,67.1,68.7,OBS,66.5,65.8,67.9,67.9
2008-08-22,2389,4,7,7,13,10,7,0,3,7,53,3,3,5,4,3,0,2,3,3,0.1,0,5,67.6,69.1,OBS,66.5,65.9,67.9,67.9
2008-08-23,2389,5,10,7,0,0,13,7,3,10,50,4,3,0,0,5,3,2,4,3,0.0,0,0,67.9,69.4,OBS,66.5,65.9,67.9,67.9
2008-08-24,2389,6,0,0,3,3,7,3,3,10,30,0,0,2,2,3,2,2,4,2,0.0,0,0,67.1,68.6,OBS,66.5,65.9,67.8,67.9
2008-08-25,2389,7,0,0,3,0,3,0,0,3,10,0,0,2,0,2,0,0,2,1,0.0,0,0,66.6,68.0,OBS,66.5,65.9,67.8,67.9
2008-08-26,2389,8,3,0,0,0,7,10,3,3,27,2,0,0,0,3,4,2,2,2,0.0,0,0,66.9,68.3,OBS,66.6,65.9,67.8,67.9
2008-08-27,2389,9,17,17,7,3,7,3,3,3,60,6,6,3,2,3,2,2,2,3,0.1,0,0,66.6,68.0,OBS,66.6,65.9,67.8,67.9
2008-08-28,2389,10,3,10,0,3,7,10,10,10,53,2,4,0,2,3,4,4,4,3,0.1,0,0,66.1,67.4,OBS,66.6,65.9,67.8,67.9
2008-08-29,2389,11,7,7,7,3,3,10,7,7,50,3,3,3,2,2,4,3,3,3,0.1,0,0,66.8,68.1,OBS,66.6,65.9,67.8,67.9
2008-08-30,2389,12,3,3,3,10,7,3,3,0,33,2,2,2,4,3,2,2,0,2,0.0,0,0,67.1,68.4,OBS,66.7,66.0,67.8,67.9
2008-08-31,2389,13,3,3,7,10,17,13,13,10,77,2,2,3,4,6,5,5,4,4,0.1,0,0,66.7,67.9,OBS,66.7,66.0,67.8,67.9
2008-09-01,2389,14,13,10,0,3,7,3,10,7,53,5,4,0,2,3,2,4,3,3,0.1,0,0,65.8,67.0,OBS,66.8,66.0,67.9,67.9
2008-09-02,2389,15,7,3,7,10,10,3,3,10,53,3,2,3,4,4,2,2,4,3,0.1,0,0,66.0,67.2,OBS,66.8,65.9,67.9,67.9
2008-09-03,2389,16,3,13,20,23,13,27,23,30,153,2,5,7,9,5,12,9,15,8,0.4,2,0,66.2,67.3,OBS,66.9,65.9,67.9,67.9
2008-09-04,2389,17,57,60,37,33,37,33,23,23,303,67,80,22,18,22,18,9,9,31,1.3,6,0,65.9,67.0,OBS,66.9,65.9,67.9,67.8
2008-09-05,2389,18,23,27,10,13,20,10,13,20,137,9,12,4,5,7,4,5,7,7,0.3,1,0,65.2,66.3,OBS,67.0,65.9,68.0,67.8
2008-09-06,2389,19,30,17,10,17,30,17,20,20,160,15,6,4,6,15,6,7,7,8,0.4,2,0,65.8,66.8,OBS,67.1,65.9,68.0,67.8
2008-09-07,2389,20,30,23,7,10,27,17,33,10,157,15,9,3,4,12,6,18,4,9,0.5,2,0,66.6,67.6,OBS,67.1,65.9,68.0,67.8
2008-09-08,2389,21,10,27,27,20,20,23,30,20,177,4,12,12,7,7,9,15,7,9,0.5,2,0,67.1,68.0,OBS,67.1,66.0,68.0,67.8
2008-09-09,2389,22,17,27,17,10,10,7,10,27,123,6,12,6,4,4,3,4,12,6,0.3,1,0,67.1,68.0,OBS,67.2,66.0,68.0,67.8
2008-09-10,2389,23,17,13,10,10,7,13,17,10,97,6,5,4,4,3,5,6,4,5,0.2,1,0,67.2,68.1,OBS,67.2,66.0,68.1,67.8
2008-09-11,2389,24,0,7,0,3,3,3,3,17,37,0,3,0,2,2,2,2,6,2,0.0,0,7,66.9,67.8,OBS,67.3,66.0,68.1,67.9
2008-09-12,2389,25,7,0,0,0,0,0,3,0,10,3,0,0,0,0,0,2,0,1,0.0,0,0,66.3,67.1,OBS,67.3,66.1,68.0,67.8
2008-09-13,2389,26,0,0,0,3,0,0,0,3,7,0,0,0,2,0,0,0,2,0,0.0,0,0,66.4,67.2,OBS,67.3,66.1,68.0,67.8
2008-09-14,2389,27,0,0,10,7,7,7,33,33,97,0,0,4,3,3,3,18,18,6,0.3,1,0,66.8,67.6,OBS,67.3,66.1,68.0,67.8
2008-09-15,2390,1,27,23,40,37,37,33,30,23,250,12,9,27,22,22,18,15,9,17,0.9,4,0,67.5,68.2,OBS,67.3,66.1,68.0,67.8
2008-09-16,2390,2,10,30,27,20,13,30,20,10,160,4,15,12,7,5,15,7,4,9,0.5,2,0,69.4,70.1,OBS,67.3,66.1,68.0,67.9
2008-09-17,2390,3,23,23,0,3,3,3,0,7,63,9,9,0,2,2,2,0,3,3,0.1,0,0,67.1,67.7,OBS,67.3,66.2,67.9,67.9
2008-09-18,2390,4,20,27,20,23,20,10,7,7,133,7,12,7,9,7,4,3,3,6,0.3,1,0,67.2,67.8,OBS,67.4,66.2,67.9,67.8
2008-09-19,2390,5,0,13,10,13,13,10,17,7,83,0,5,4,5,5,4,6,3,4,0.1,0,0,67.9,68.4,OBS,67.4,66.2,67.9,67.8
2008-09-20,2390,6,20,17,7,3,7,10,3,3,70,7,6,3,2,3,4,2,2,4,0.1,0,0,67.8,68.4,OBS,67.4,66.2,67.9,67.8
2008-09-21,2390,7,0,0,0,0,3,7,3,17,30,0,0,0,0,2,3,2,6,2,0.0,0,0,67.9,68.4,OBS,67.4,66.2,67.9,67.8
2008-09-22,2390,8,30,27,0,0,0,3,0,3,63,15,12,0,0,0,2,0,2,4,0.1,0,9,69.1,69.6,OBS,67.4,66.3,67.9,67.9
2008-09-23,2390,9,13,0,10,7,7,3,3,3,47,5,0,4,3,3,2,2,2,3,0.0,0,10,69.4,69.8,OBS,67.5,66.3,67.9,67.9
2008-09-24,2390,10,3,7,3,13,10,3,0,0,40,2,3,2,5,4,2,0,0,2,0.0,0,0,68.4,68.8,OBS,67.5,66.4,67.9,67.9
2008-09-25,2390,11,3,0,0,3,3,7,20,23,60,2,0,0,2,2,3,7,9,3,0.1,0,0,68.2,68.6,OBS,67.6,66.4,67.9,67.9
2008-09-26,2390,12,17,10,3,3,7,3,0,0,43,6,4,2,2,3,2,0,0,2,0.0,0,0,67.7,68.0,OBS,67.6,66.4,67.9,67.9
2008-09-27,2390,13,0,0,0,3,3,13,20,13,53,0,0,0,2,2,5,7,5,3,0.0,0,0,67.3,67.6,OBS,67.6,66.4,67.9,67.9
2008-09-28,2390,14,0,3,7,10,17,3,0,0,40,0,2,3,4,6,2,0,0,2,0.0,0,0,67.0,67.3,OBS,67.6,66.5,67.8,67.9
2008-09-29,2390,15,0,7,10,10,7,0,0,7,40,0,3,4,4,3,0,0,3,2,0.0,0,9,66.8,67.0,OBS,67.6,66.5,67.8,67.9
2008-09-30,2390,16,0,3,3,0,13,17,20,27,83,0,2,2,0,5,6,7,12,4,0.1,0,0,66.2,66.4,OBS,67.7,66.5,67.8,67.9
2008-10-01,2390,17,20,13,23,17,20,27,23,23,167,7,5,9,6,7,12,9,9,8,0.4,2,0,65.8,65.9,OBS,67.7,66.5,67.8,67.9
2008-10-02,2390,18,23,27,23,37,40,27,30,23,230,9,12,9,22,27,12,15,9,14,0.8,4,0,66.3,66.4,OBS,67.7,66.5,67.8,67.9
2008-10-03,2390,19,30,30,33,23,37,27,23,30,233,15,15,18,9,22,12,9,15,14,0.8,4,0,67.2,67.2,OBS,67.8,66.5,67.8,67.8
2008-10-04,2390,20,27,40,20,27,20,13,7,20,173,12,27,7,12,7,5,3,7,10,0.6,3,10,66.6,66.6,OBS,67.8,66.5,67.8,67.8
2008-10-05,2390,21,13,23,13,7,7,3,3,13,83,5,9,5,3,3,2,2,5,4,0.1,0,0,67.4,67.4,OBS,67.8,66.6,67.8,67.8
2008-10-06,2390,22,10,27,7,7,0,3,3,7,63,4,12,3,3,0,2,2,3,4,0.1,0,0,67.2,67.2,OBS,67.8,66.6,67.8,67.8
2008-10-07,2390,23,3,0,0,0,7,7,10,3,30,2,0,0,0,3,3,4,2,2,0.0,0,0,66.7,66.6,OBS,67.9,66.6,67.7,67.8
2008-10-08,2390,24,13,7,0,0,0,0,0,7,27,5,3,0,0,0,0,0,3,1,0.0,0,0,67.7,67.5,OBS,67.9,66.6,67.7,67.8
2008-10-09,2390,25,0,0,3,0,3,0,0,0,7,0,0,2,0,2,0,0,0,0,0.0,0,0,68.7,68.5,OBS,67.9,66.7,67.7,67.8
2008-10-10,2390,26,0,3,3,10,7,7,0,17,47,0,2,2,4,3,3,0,6,2,0.0,0,10,68.9,68.7,OBS,67.9,66.7,67.7,67.8
2008-10-11,2390,27,13,23,40,33,53,63,50,27,303,5,9,27,18,56,94,48,12,34,1.3,6,13,70.8,70.5,OBS,68.0,66.8,67.7,67.9
2008-10-12,2391,1,37,30,27,23,20,30,13,33,213,22,15,12,9,7,15,5,18,13,0.7,3,16,70.1,69.7,OBS,68.0,66.8,67.7,67.9
2008-10-13,2391,2,30,27,23,17,7,10,20,17,150,15,12,9,6,3,4,7,6,8,0.4,2,13,70.9,70.5,OBS,68.1,66.9,67.7,67.9
2008-10-14,2391,3,3,3,10,13,7,7,10,3,57,2,2,4,5,3,3,4,2,3,0.1,0,13,70.4,70.0,OBS,68.1,66.9,67.7,67.9
2008-10-15,2391,4,30,30,27,17,10,7,10,17,147,15,15,12,6,4,3,4,6,8,0.4,2,12,70.9,70.5,OBS,68.1,67.0,67.7,68.0
2008-10-16,2391,5,17,10,10,13,3,3,7,7,70,6,4,4,5,2,2,3,3,4,0.1,0,17,71.9,71.4,OBS,68.1,67.1,67.7,68.0
2008-10-17,2391,6,0,3,0,3,10,7,3,0,27,0,2,0,2,4,3,2,0,2,0.0,0,12,70.0,69.5,OBS,68.2,67.1,67.7,68.0
2008-10-18,2391,7,0,0,0,0,0,3,7,0,10,0,0,0,0,0,2,3,0,1,0.0,0,0,69.2,68.6,OBS,68.2,67.1,67.7,68.0
2008-10-19,2391,8,17,13,7,17,20,23,30,27,153,6,5,3,6,7,9,15,12,8,0.4,2,0,69.6,69.0,OBS,68.2,67.2,67.7,68.0
2008-10-20,2391,9,17,3,3,0,7,10,10,13,63,6,2,2,0,3,4,4,5,3,0.1,0,0,69.2,68.6,OBS,68.2,67.2,67.6,68.1
2008-10-21,2391,10,17,20,3,7,7,3,7,7,70,6,7,2,3,3,2,3,3,4,0.1,0,0,68.8,68.2,OBS,68.2,67.3,67.6,68.1
2008-10-22,2391,11,0,0,0,3,10,27,27,23,90,0,0,0,2,4,12,12,9,5,0.2,1,0,67.7,67.0,OBS,68.2,67.3,67.6,68.0
2008-10-23,2391,12,13,17,13,7,3,3,3,3,63,5,6,5,3,2,2,2,2,3,0.1,0,0,67.2,66.5,OBS,68.3,67.3,67.6,68.0
2008-10-24,2391,13,0,10,7,0,0,0,0,0,17,0,4,3,0,0,0,0,0,1,0.0,0,0,67.5,66.7,OBS,68.3,67.3,67.6,68.0
2008-10-25,2391,14,0,0,0,0,7,7,3,3,20,0,0,0,0,3,3,2,2,1,0.0,0,0,67.5,66.7,OBS,68.3,67.3,67.6,68.0
2008-10-26,2391,15,7,27,17,7,13,13,0,10,93,3,12,6,3,5,5,0,4,5,0.2,1,0,66.9,66.0,OBS,68.4,67.3,67.6,68.0
2008-10-27,2391,16,10,0,7,0,0,0,0,0,17,4,0,3,0,0,0,0,0,1,0.0,0,0,67.0,66.1,OBS,68.3,67.3,67.5,67.9
2008-10-28,2391,17,0,7,17,13,7,17,20,13,93,0,3,6,5,3,6,7,5,4,0.2,1,0,67.1,66.2,OBS,68.4,67.4,67.5,67.9
2008-10-29,2391,18,23,37,43,17,23,37,33,33,247,9,22,32,6,9,22,18,18,17,0.9,4,0,66.7,65.8,OBS,68.4,67.4,67.5,67.9
2008-10-30,2391,19,30,23,23,30,27,37,30,23,223,15,9,9,15,12,22,15,9,13,0.8,4,0,66.8,65.9,OBS,68.4,67.4,67.5,67.9
2008-10-31,2391,20,17,27,20,13,3,10,17,20,127,6,12,7,5,2,4,6,7,6,0.3,1,13,68.1,67.1,OBS,68.4,67.4,67.5,67.9
2008-11-01,2391,21,17,3,7,3,0,3,10,7,50,6,2,3,2,0,2,4,3,3,0.0,0,15,66.7,65.6,OBS,68.5,67.4,67.5,67.9
2008-11-02,2391,22,0,0,3,10,17,3,10,17,60,0,0,2,4,6,2,4,6,3,0.1,0,18,69.1,68.0,OBS,68.5,67.5,67.5,67.9
2008-11-03,2391,23,0,0,3,0,0,0,3,7,13,0,0,2,0,0,0,2,3,1,0.0,0,18,69.5,68.3,OBS,68.5,67.5,67.4,67.9
2008-11-04,2391,24,10,0,0,0,0,0,3,3,17,4,0,0,0,0,0,2,2,1,0.0,0,16,68.0,66.8,OBS,68.5,67.6,67.4,67.9
2008-11-05,2391,25,3,3,3,3,3,3,3,3,27,2,2,2,2,2,2,2,2,2,0.0,0,13,67.7,66.5,OBS,68.5,67.6,67.4,67.9
2008-11-06,2391,26,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,4,2,1,0.0,0,11,68.6,67.3,OBS,68.5,67.6,67.4,67.9
2008-11-07,2391,27,3,17,20,20,23,20,20,43,167,2,6,7,7,9,7,7,32,10,0.5,2,0,67.8,66.5,OBS,68.5,67.6,67.4,67.8
2008-11-08,2392,1,40,33,27,33,27,20,23,13,217,27,18,12,18,12,7,9,5,14,0.8,4,0,68.3,67.0,OBS,68.6,67.6,67.4,67.8
2008-11-09,2392,2,40,27,23,23,13,13,23,33,197,27,12,9,9,5,5,9,18,12,0.7,3,0,68.4,67.1,OBS,68.6,67.7,67.4,67.8
2008-11-10,2392,3,13,20,7,7,10,10,0,0,67,5,7,3,3,4,4,0,0,3,0.1,0,0,69.3,67.9,OBS,68.6,67.7,67.4,67.8
2008-11-11,2392,4,0,13,3,7,0,0,0,0,23,0,5,2,3,0,0,0,0,1,0.0,0,20,71.4,70.0,OBS,68.7,67.7,67.4,67.8
2008-11-12,2392,5,10,0,10,7,3,7,3,10,50,4,0,4,3,2,3,2,4,3,0.0,0,23,70.9,69.5,OBS,68.7,67.8,67.4,67.8
2008-11-13,2392,6,7,3,3,3,0,0,0,0,17,3,2,2,2,0,0,0,0,1,0.0,0,15,69.1,67.6,OBS,68.7,67.8,67.4,67.8
2008-11-14,2392,7,0,0,0,0,0,7,3,3,13,0,0,0,0,0,3,2,2,1,0.0,0,13,68.3,66.8,OBS,68.7,67.8,67.4,67.8
2008-11-15,2392,8,13,13,0,0,0,7,20,27,80,5,5,0,0,0,3,7,12,4,0.1,0,13,68.2,66.7,OBS,68.8,67.8,67.4,67.8
2008-11-16,2392,9,37,37,20,17,17,10,20,20,177,22,22,7,6,6,4,7,7,10,0.6,3,13,67.7,66.2,OBS,68.8,67.9,67.3,67.7
2008-11-17,2392,10,23,17,10,0,0,0,7,3,60,9,6,4,0,0,0,3,2,3,0.1,0,11,67.7,66.2,OBS,68.8,67.9,67.4,67.7
2008-11-18,2392,11,3,0,0,0,3,0,7,0,13,2,0,0,0,2,0,3,0,1,0.0,0,0,69.8,68.2,OBS,68.8,67.9,67.4,67.7
2008-11-19,2392,12,0,3,0,0,0,7,7,0,17,0,2,0,0,0,3,3,0,1,0.0,0,0,69.4,67.7,OBS,68.8,67.9,67.3,67.7
2008-11-20,2392,13,0,10,0,0,3,0,7,10,30,0,4,0,0,2,0,3,4,2,0.0,0,0,69.6,67.9,OBS,68.8,68.0,67.3,67.7
2008-11-21,2392,14,3,0,0,0,0,0,3,0,7,2,0,0,0,0,0,2,0,0,0.0,0,0,68.5,66.8,OBS,68.8,68.0,67.3,67.7
2008-11-22,2392,15,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0.0,0,0,69.0,67.3,OBS,68.8,68.1,67.2,67.7
2008-11-23,2392,16,17,17,10,3,0,0,3,0,50,6,6,4,2,0,0,2,0,2,0.0,0,0,69.0,67.2,OBS,68.8,68.1,67.2,67.7
2008-11-24,2392,17,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,15,2,0.0,0,0,67.9,66.1,OBS,68.8,68.1,67.2,67.7
2008-11-25,2392,18,37,33,37,23,23,23,27,23,227,22,18,22,9,9,9,12,9,14,0.8,4,0,67.7,66.0,OBS,68.8,68.1,67.1,67.7
2008-11-26,2392,19,37,37,27,13,13,17,20,27,190,22,22,12,5,5,6,7,12,11,0.7,3,0,68.3,66.5,OBS,68.7,68.2,67.1,67.7
2008-11-27,2392,20,33,23,13,17,17,13,27,27,170,18,9,5,6,6,5,12,12,9,0.5,2,0,68.2,66.4,OBS,68.7,68.2,67.0,67.7
2008-11-28,2392,21,13,23,7,3,3,10,13,27,100,5,9,3,2,2,4,5,12,5,0.2,1,0,67.0,65.2,OBS,68.7,68.2,67.0,67.7
2008-11-29,2392,22,7,10,13,10,3,3,3,10,60,3,4,5,4,2,2,2,4,3,0.1,0,0,68.2,66.4,OBS,68.7,68.2,67.0,67.6
2008-11-30,2392,23,7,0,3,0,3,10,3,0,27,3,0,2,0,2,4,2,0,2,0.0,0,0,68.4,66.5,OBS,68.7,68.2,67.0,67.6
