0.00000,298.00000
1.00000,300.00000
2.00000,309.00000
3.00000,293.00000
4.00000,288.00000
5.00000,273.00000
6.00000,318.00000
7.00000,313.00000
8.00000,283.00000
9.00000,304.00000
10.00000,284.00000
11.00000,342.00000
12.00000,318.00000
13.00000,343.00000
14.00000,322.00000
15.00000,404.00000
16.00000,358.00000
17.00000,400.00000
18.00000,368.00000
19.00000,395.00000
20.00000,445.00000
21.00000,368.00000
22.00000,443.00000
23.00000,455.00000
24.00000,439.00000
25.00000,477.00000
26.00000,527.00000
27.00000,578.00000
28.00000,580.00000
29.00000,579.00000
30.00000,621.00000
31.00000,625.00000
32.00000,702.00000
33.00000,761.00000
34.00000,764.00000
35.00000,855.00000
36.00000,878.00000
37.00000,979.00000
38.00000,1159.00000
39.00000,1151.00000
40.00000,1195.00000
41.00000,1336.00000
42.00000,1506.00000
43.00000,1600.00000
44.00000,1753.00000
45.00000,1954.00000
46.00000,2246.00000
47.00000,2344.00000
48.00000,2752.00000
49.00000,3007.00000
50.00000,3270.00000
51.00000,3773.00000
52.00000,4125.00000
53.00000,4656.00000
54.00000,5413.00000
55.00000,5766.00000
56.00000,6452.00000
57.00000,7290.00000
58.00000,8261.00000
59.00000,8920.00000
60.00000,10200.00000
61.00000,11148.00000
62.00000,12143.00000
63.00000,13561.00000
64.00000,14755.00000
65.00000,16488.00000
66.00000,18085.00000
67.00000,19485.00000
68.00000,20790.00000
69.00000,22825.00000
70.00000,24291.00000
71.00000,26263.00000
72.00000,27489.00000
73.00000,29278.00000
74.00000,30947.00000
75.00000,32483.00000
76.00000,34286.00000
77.00000,35694.00000
78.00000,36802.00000
79.00000,37681.00000
80.00000,39126.00000
81.00000,40215.00000
82.00000,41495.00000
83.00000,42366.00000
84.00000,42977.00000
85.00000,44176.00000
86.00000,44331.00000
87.00000,45119.00000
88.00000,45691.00000
89.00000,46136.00000
90.00000,47168.00000
91.00000,47447.00000
92.00000,47594.00000
93.00000,47910.00000
94.00000,48528.00000
95.00000,48600.00000
96.00000,49298.00000
97.00000,49251.00000
98.00000,49627.00000
99.00000,49545.00000
100.00000,49891.00000
101.00000,49977.00000
102.00000,50265.00000
103.00000,50369.00000
104.00000,49967.00000
105.00000,50252.00000
106.00000,49987.00000
107.00000,49552.00000
108.00000,49607.00000
109.00000,49425.00000
110.00000,49263.00000
111.00000,48162.00000
112.00000,48324.00000
113.00000,47325.00000
114.00000,46916.00000
115.00000,46585.00000
116.00000,45606.00000
117.00000,45180.00000
118.00000,44236.00000
119.00000,43149.00000
120.00000,42269.00000
121.00000,40838.00000
122.00000,39245.00000
123.00000,38374.00000
124.00000,37070.00000
125.00000,35502.00000
126.00000,33334.00000
127.00000,31551.00000
128.00000,30147.00000
129.00000,28561.00000
130.00000,26825.00000
131.00000,24876.00000
132.00000,23312.00000
133.00000,21406.00000
134.00000,19876.00000
135.00000,18207.00000
136.00000,16552.00000
137.00000,14974.00000
138.00000,13507.00000
139.00000,12231.00000
140.00000,10612.00000
141.00000,9674.00000
142.00000,8827.00000
143.00000,7752.00000
144.00000,7027.00000
145.00000,5945.00000
146.00000,5507.00000
147.00000,4736.00000
148.00000,4345.00000
149.00000,3751.00000
150.00000,3417.00000
151.00000,3054.00000
152.00000,2595.00000
153.00000,2385.00000
154.00000,2130.00000
155.00000,1845.00000
156.00000,1743.00000
157.00000,1586.00000
158.00000,1416.00000
159.00000,1308.00000
160.00000,1141.00000
161.00000,1076.00000
162.00000,978.00000
163.00000,865.00000
164.00000,810.00000
165.00000,715.00000
166.00000,723.00000
167.00000,680.00000
168.00000,641.00000
169.00000,550.00000
170.00000,548.00000
171.00000,521.00000
172.00000,493.00000
173.00000,430.00000
174.00000,436.00000
175.00000,428.00000
176.00000,385.00000
177.00000,407.00000
178.00000,366.00000
179.00000,349.00000
180.00000,358.00000
181.00000,327.00000
182.00000,328.00000
183.00000,304.00000
184.00000,303.00000
185.00000,284.00000
186.00000,286.00000
187.00000,283.00000
188.00000,257.00000
189.00000,259.00000
190.00000,240.00000
191.00000,305.00000
192.00000,259.00000
193.00000,268.00000
194.00000,277.00000
195.00000,264.00000
196.00000,218.00000
197.00000,202.00000
198.00000,240.00000
199.00000,208.00000
200.00000,210.00000
201.00000,235.00000
202.00000,202.00000
203.00000,259.00000
204.00000,236.00000
205.00000,221.00000
206.00000,221.00000
207.00000,244.00000
208.00000,184.00000
209.00000,226.00000
210.00000,214.00000
211.00000,223.00000
212.00000,221.00000
213.00000,250.00000
214.00000,249.00000
215.00000,242.00000
216.00000,242.00000
217.00000,198.00000
218.00000,285.00000
219.00000,275.00000
220.00000,218.00000
221.00000,247.00000
222.00000,260.00000
223.00000,269.00000
224.00000,232.00000
225.00000,248.00000
226.00000,267.00000
227.00000,209.00000
228.00000,255.00000
229.00000,233.00000
230.00000,296.00000
231.00000,321.00000
232.00000,300.00000
233.00000,455.00000
234.00000,237.00000
235.00000,234.00000
236.00000,233.00000
237.00000,251.00000
238.00000,204.00000
239.00000,248.00000
