wavelength,transmissivity
6.569514640675844930e+03,1.755667749529938801e-03
6.569597332415519304e+03,1.322140635618460937e-03
6.569680024155193678e+03,1.363513522067095292e-03
6.569762715894868052e+03,1.308519411568240167e-03
6.569845407634543335e+03,1.012576980373530462e-03
6.569928099374217709e+03,1.164090729432003951e-03
6.570010791113892083e+03,8.818772474039211209e-04
6.570093482853566456e+03,7.648775006202995167e-04
6.570176174593240830e+03,8.268900622156248430e-04
6.570258866332916114e+03,6.134708004626886115e-04
6.570341558072590487e+03,6.203910663732607050e-04
6.570424249812264861e+03,4.551438854696549853e-04
6.570506941551939235e+03,4.482819434173032896e-04
6.570589633291614518e+03,3.174444201115031537e-04
6.570672325031288892e+03,3.312377172128818173e-04
6.570755016770963266e+03,3.105912802416340790e-04
6.570837708510637640e+03,1.315040023830393564e-04
6.570920400250312923e+03,1.452893037828591628e-04
6.571003091989987297e+03,1.439883551907019520e-05
6.571085783729661671e+03,4.622350773815839101e-04
6.571168475469336045e+03,1.453134158153917177e-04
6.571251167209011328e+03,2.073363005732180569e-04
6.571333858948685702e+03,2.693660482510027441e-04
6.571416550688360076e+03,1.797940403219841889e-04
6.571499242428034449e+03,1.372133926456987668e-04
6.571581934167709733e+03,2.474940021768766928e-04
6.571664625907384107e+03,1.440520993584248003e-05
6.571747317647058480e+03,2.061644370344085269e-04
6.571830009386732854e+03,1.923894313005026135e-04
6.571912701126408137e+03,2.006034508640972878e-05
6.571995392866082511e+03,2.475624963966429736e-04
6.572078084605756885e+03,1.454018951149093849e-04
6.572160776345431259e+03,1.316894229960752384e-05
6.572243468085106542e+03,1.165964094735090479e-04
6.572326159824780916e+03,1.166028645379248304e-04
6.572408851564455290e+03,4.199590542467420762e-05
6.572491543304129664e+03,3.717774410344159121e-04
6.572574235043804038e+03,8.213901875705596105e-05
6.572656926783479321e+03,1.649078666111097489e-04
6.572739618523153695e+03,1.028403367952538202e-04
6.572822310262828069e+03,1.166416099388740220e-04
6.572905002002502442e+03,8.339888624550154974e-05
6.572987693742177726e+03,7.650495248482591323e-05
6.573070385481852099e+03,2.821664449994644235e-05
6.573153077221526473e+03,2.821820750820593405e-05
6.573235768961200847e+03,2.753670044555807557e-04
6.573318460700876130e+03,3.249248460010504993e-04
6.573401152440550504e+03,2.559382080561825677e-04
6.573483844180224878e+03,1.373958493765111094e-04
6.573566535919899252e+03,6.273216835987066326e-05
6.573649227659574535e+03,1.524565880989746619e-04
6.573731919399248909e+03,2.145829779254795270e-04
6.573814611138923283e+03,4.079304211780600855e-05
6.573897302878597657e+03,6.964883354530166455e-05
6.573979994618272940e+03,2.008123747474407082e-04
6.574062686357947314e+03,1.995808708849978888e-04
6.574145378097621688e+03,1.179877601535847114e-04
6.574228069837296061e+03,3.390005943955921538e-05
6.574310761576971345e+03,4.010923871022711103e-04
6.574393453316645719e+03,5.737409890413082631e-04
6.574476145056320092e+03,4.287586118851216218e-04
6.574558836795994466e+03,1.499184536360328307e-03
6.574641528535669750e+03,6.284644958448383421e-06
6.574724220275344123e+03,2.700475208231308436e-05
6.574806912015018497e+03,3.391321883117525218e-05
6.574889603754692871e+03,9.041724103463284388e-05
6.574972295494367245e+03,2.342413054806133485e-04
6.575054987234042528e+03,6.970291538439654232e-05
