wavelength,transmissivity
6.560653447804264943e+03,1.026958648983751915e-01
6.560736347051441953e+03,1.130136658648229347e-01
6.560819246298618964e+03,1.226209062151231155e-01
6.560902145545795975e+03,1.328724999021481945e-01
6.560985044792972985e+03,1.434811065160641330e-01
6.561067944040149996e+03,1.550559314790432852e-01
6.561150843287327007e+03,1.667963018956900301e-01
6.561233742534504017e+03,1.775248885916893837e-01
6.561316641781681028e+03,1.892951663291526088e-01
6.561399541028858039e+03,2.046402707124351794e-01
6.561482440276034140e+03,2.175566523403148766e-01
6.561565339523211151e+03,2.262432546713663006e-01
6.561648238770388161e+03,2.408876822394808714e-01
6.561731138017565172e+03,2.500695317855163302e-01
6.561814037264742183e+03,2.604781346362022854e-01
6.561896936511919193e+03,2.702304638241818657e-01
6.561979835759096204e+03,2.807303501384044719e-01
6.562062735006273215e+03,2.910807162744628585e-01
6.562145634253450226e+03,3.009322265114596773e-01
6.562228533500626327e+03,3.102574000949644417e-01
6.562311432747803337e+03,3.153777056985989091e-01
6.562394331994980348e+03,3.259651669888633529e-01
6.562477231242157359e+03,3.327379289634883053e-01
6.562560130489334369e+03,3.363667718968927356e-01
6.562643029736511380e+03,3.445933685435530469e-01
6.562725928983688391e+03,3.465377019538598002e-01
6.562808828230865402e+03,3.517781819608583604e-01
6.562891727478042412e+03,3.567108703587748009e-01
6.562974626725219423e+03,3.596019061042974863e-01
6.563057525972395524e+03,3.628222223392233992e-01
6.563140425219572535e+03,3.678659929054026723e-01
6.563223324466749546e+03,3.668855328169188801e-01
6.563306223713926556e+03,3.708676325648214145e-01
6.563389122961103567e+03,3.711005454109769230e-01
6.563472022208280578e+03,3.713609049679623686e-01
6.563554921455457588e+03,3.722931464298453452e-01
6.563637820702634599e+03,3.690021805328522198e-01
6.563720719949811610e+03,3.667187431284879562e-01
6.563803619196987711e+03,3.660463970420500535e-01
6.563886518444164722e+03,3.603065393209219924e-01
6.563969417691341732e+03,3.599492126584256102e-01
6.564052316938518743e+03,3.556828378337755781e-01
6.564135216185695754e+03,3.539604179454591826e-01
6.564218115432872764e+03,3.537261387709644822e-01
6.564301014680049775e+03,3.485807588699025295e-01
6.564383913927226786e+03,3.408282322722526736e-01
6.564466813174403796e+03,3.393652871505822843e-01
6.564549712421579898e+03,3.335391085858264160e-01
6.564632611668756908e+03,3.298116178412037192e-01
6.564715510915933919e+03,3.241146288580656898e-01
6.564798410163110930e+03,3.196314641256941536e-01
6.564881309410287940e+03,3.110445158314981695e-01
6.564964208657464951e+03,3.055171029403097038e-01
6.565047107904641962e+03,2.985960047455256672e-01
6.565130007151818972e+03,2.926006248855740899e-01
6.565212906398995983e+03,2.837494928085508850e-01
6.565295805646172994e+03,2.779997228890114247e-01
6.565378704893349095e+03,2.694762805522649129e-01
6.565461604140526106e+03,2.590916638207372835e-01
6.565544503387703116e+03,2.501749511317784558e-01
6.565627402634880127e+03,2.414014224287656663e-01
6.565710301882057138e+03,2.315009893378562333e-01
6.565793201129234149e+03,2.252932914992128999e-01
6.565876100376411159e+03,2.118822365841711020e-01
6.565958999623588170e+03,2.011339460956682035e-01
6.566041898870765181e+03,1.932823379336087444e-01
6.566124798117941282e+03,1.819893149664120191e-01
6.566207697365118293e+03,1.677762563039097432e-01
6.566290596612295303e+03,1.583487102148109227e-01
6.566373495859472314e+03,1.477524794577289857e-01
6.566456395106649325e+03,1.346754149522535748e-01
6.566539294353826335e+03,1.221601870720667865e-01
6.566622193601003346e+03,1.133325730928521763e-01
6.566705092848180357e+03,1.031849424541772947e-01
6.566787992095357367e+03,9.373010207621167156e-02
6.566870891342533469e+03,8.472768956494942938e-02
6.566953790589710479e+03,7.608845482478797384e-02
6.567036689836887490e+03,6.814229144565440988e-02
6.567119589084064501e+03,6.007842876847342695e-02
6.567202488331241511e+03,5.432963766239402859e-02
6.567285387578418522e+03,4.871766549597818935e-02
6.567368286825595533e+03,4.267207196955002252e-02
6.567451186072772543e+03,3.635774753961786010e-02
6.567534085319949554e+03,3.273725818992948011e-02
6.567616984567126565e+03,2.880015666396908494e-02
6.567699883814302666e+03,2.532321638112490156e-02
6.567782783061479677e+03,2.163276898360786543e-02
6.567865682308656687e+03,1.924822570929771853e-02
6.567948581555833698e+03,1.635461710542293265e-02
6.568031480803010709e+03,1.504218811869966962e-02
6.568114380050187719e+03,1.348893801961858867e-02
6.568197279297364730e+03,1.140599953909958962e-02
6.568280178544541741e+03,9.680446585280569338e-03
6.568363077791718752e+03,9.474653072511492885e-03
6.568445977038894853e+03,7.624999220386268622e-03
6.568528876286071863e+03,7.088908115342454005e-03
6.568611775533248874e+03,5.954307298583542268e-03
6.568694674780425885e+03,5.122262487385527592e-03
6.568777574027602896e+03,5.184460921660396550e-03
6.568860473274779906e+03,4.118365705009553908e-03
6.568943372521956917e+03,3.850263014210622298e-03
6.569026271769133928e+03,3.217456709303507904e-03
6.569109171016310938e+03,3.086895053259638543e-03
6.569192070263487949e+03,3.011370183677539950e-03
6.569274969510664050e+03,2.447230454694166758e-03
6.569357868757841061e+03,2.302840272513070278e-03
6.569440768005018072e+03,2.048313453830431091e-03
6.569523667252195082e+03,1.938299882328671378e-03
6.569606566499372093e+03,1.766324422725211061e-03
6.569689465746549104e+03,1.477307332929980645e-03
6.569772364993726114e+03,1.360359895925033601e-03
6.569855264240903125e+03,1.208977307916222436e-03
6.569938163488080136e+03,9.543056074842487958e-04
6.570021062735256237e+03,9.681287727268002557e-04
6.570103961982433248e+03,1.057694915954218804e-03
6.570186861229610258e+03,6.927971403586380026e-04
6.570269760476787269e+03,8.305623988819948924e-04
6.570352659723964280e+03,6.791002957506831394e-04
6.570435558971141290e+03,7.617831581101225770e-04
6.570518458218318301e+03,5.276506188922160719e-04
6.570601357465495312e+03,6.241099928604533281e-04
6.570684256712672322e+03,7.550212957925375246e-04
6.570767155959848424e+03,3.761882435902448281e-04
6.570850055207025434e+03,5.553234128940857115e-04
6.570932954454202445e+03,9.204920639727102354e-04
6.571015853701379456e+03,4.589279848619359607e-04
6.571098752948556466e+03,3.280403853471215996e-04
6.571181652195733477e+03,3.969639174484242117e-04
6.571264551442910488e+03,4.658950760360782285e-04
6.571347450690087499e+03,1.213558087416689770e-04
6.571430349937264509e+03,2.798712142311315910e-04
6.571513249184441520e+03,3.694835270593805005e-04
6.571596148431617621e+03,2.867946341772269463e-04
6.571679047678794632e+03,3.212746375852149039e-04
6.571761946925971642e+03,2.868263789471125753e-04
6.571844846173148653e+03,3.282037902281676801e-04
6.571927745420325664e+03,3.902676948207730971e-04
6.572010644667502675e+03,5.005989380888369641e-04
6.572093543914679685e+03,1.834688767500298621e-04
6.572176443161856696e+03,3.213813510088855637e-04
6.572259342409033707e+03,4.041451147585908821e-04
6.572342241656209808e+03,1.972911090640275765e-04
6.572425140903386819e+03,2.593683835522978876e-04
6.572508040150563829e+03,2.180028868942519588e-04
6.572590939397740840e+03,1.697357840777670554e-04
6.572673838644917851e+03,3.007959146640521494e-04
6.572756737892094861e+03,4.387683505743216589e-04
6.572839637139271872e+03,3.180056787359497025e-05
6.572922536386448883e+03,1.697733886971654262e-04
6.573005435633625893e+03,2.180753380545980154e-04
6.573088334880801995e+03,2.801812730826996347e-04
6.573171234127979005e+03,3.215949906708751114e-04
6.573254133375156016e+03,4.044137868787759022e-04
6.573337032622333027e+03,3.768343365313594649e-04
6.573419931869510037e+03,2.802433673119093024e-04
6.573502831116687048e+03,4.527896112311452785e-04
6.573585730363864059e+03,3.423889242005489922e-04
6.573668629611041069e+03,3.493098910520589192e-04
6.573751528858218080e+03,2.691926637215530043e-06
6.573834428105395091e+03,2.112934385353502703e-04
6.573917327352571192e+03,1.698863025965800691e-04
6.574000226599748203e+03,3.631943831636020355e-04
6.574083125846925213e+03,2.665598256015156808e-04
6.574166025094102224e+03,4.529904072972465055e-04
6.574248924341279235e+03,2.458753641713181011e-04
6.574331823588456245e+03,5.704265628198632683e-04
6.574414722835633256e+03,2.804298152464936933e-04
6.574497622082810267e+03,4.323734111268145606e-04
6.574580521329987278e+03,4.047725725435837442e-04
6.574663420577163379e+03,5.222069833615583002e-04
6.574746319824340389e+03,5.153289729111987716e-04
6.574829219071517400e+03,3.081369841524039723e-04
6.574912118318694411e+03,1.561838961048855044e-04
6.574995017565871422e+03,2.529062172668737163e-04
6.575077916813048432e+03,3.841817764171165123e-04
6.575160816060225443e+03,2.598431595136390044e-04
6.575243715307402454e+03,4.533170810150135015e-04
6.575326614554579464e+03,5.086194405919706530e-04
6.575409513801756475e+03,5.224677278925891769e-04
