wavelength,transmissivity
6.569597332415519304e+03,7.552631159686277627e-04
6.569680024155193678e+03,8.241378868044490612e-04
6.569762715894868052e+03,3.905113694474525183e-04
6.569845407634543335e+03,6.314751948444076923e-04
6.569928099374217709e+03,6.177412097222407606e-04
6.570010791113892083e+03,2.941885766380633854e-04
6.570093482853566456e+03,4.387941589209801087e-04
6.570176174593241740e+03,3.217634491409457104e-04
6.570258866332916114e+03,3.355531721466697937e-04
6.570341558072590487e+03,2.942536382076748214e-04
6.570424249812264861e+03,1.358751529780040531e-04
6.570506941551940145e+03,2.942861797852414302e-04
6.570589633291614518e+03,2.874149631428297557e-04
6.570672325031288892e+03,3.907489228007232662e-04
6.570755016770963266e+03,1.152404550552791040e-04
6.570837708510638549e+03,1.841331578679224635e-04
6.570920400250312923e+03,2.569602195875121271e-05
6.571003091989987297e+03,1.910429229396247550e-04
6.571085783729661671e+03,4.319889603789738545e-05
6.571168475469336954e+03,8.082154421595752697e-05
6.571251167209011328e+03,4.637332345821719247e-05
6.571333858948685702e+03,1.327880212278543300e-04
6.571416550688360076e+03,1.566392693184629327e-04
6.571499242428035359e+03,1.428645720514985979e-04
6.571581934167709733e+03,6.705977836761369947e-05
6.571664625907384107e+03,3.260126459164338324e-05
6.571747317647058480e+03,2.571024239847347848e-05
6.571830009386733764e+03,1.222165753119997238e-04
6.571912701126408137e+03,1.015425715198678603e-04
6.571995392866082511e+03,1.498059884906446503e-04
6.572078084605756885e+03,1.565018027078453070e-05
6.572160776345431259e+03,1.882262433399396528e-05
6.572243468085106542e+03,1.052884194358654467e-04
6.572326159824780916e+03,1.084661773614167195e-04
6.572408851564455290e+03,1.084721826486247006e-04
6.572491543304129664e+03,5.013581888926373103e-05
6.572574235043804947e+03,5.331105079698089807e-05
6.572656926783479321e+03,3.262292802469876813e-05
6.572739618523153695e+03,9.470139665988156310e-05
6.572822310262828069e+03,7.084029178428371187e-05
6.572905002002503352e+03,2.255701886044591075e-05
6.572987693742177726e+03,9.471713233693946992e-05
6.573070385481852099e+03,2.255951772978608046e-05
6.573153077221526473e+03,1.260505259596386902e-04
6.573235768961201757e+03,6.396021376354895326e-05
6.573318460700876130e+03,4.326351209230388015e-05
6.573401152440550504e+03,1.883826659459088030e-05
6.573483844180224878e+03,1.398801540362572694e-04
6.573566535919900161e+03,3.636947494571165563e-05
6.573649227659574535e+03,9.848598968639065028e-05
6.573731919399248909e+03,1.566752524576521752e-05
6.573814611138923283e+03,1.330087853824234547e-04
6.573897302878598566e+03,4.645556489196029753e-05
6.573979994618272940e+03,5.708897693920029234e-05
6.574062686357947314e+03,1.744520445265962936e-04
6.574145378097621688e+03,5.019139943338572123e-05
6.574228069837296971e+03,5.019418169564077940e-05
6.574310761576971345e+03,1.123390108134610983e-04
6.574393453316645719e+03,5.710480177363852348e-05
6.574476145056320092e+03,2.536367179020858776e-04
6.574558836795994466e+03,3.266453018095875763e-05
6.574641528535669750e+03,6.719735763264058411e-05
