wavelength,transmissivity
6.589703002000000197e+03,3.781997826997037238e-01
6.589785590375000538e+03,3.685229392467217480e-01
6.589868178750000880e+03,3.571564831885336022e-01
6.589950767125000311e+03,3.431999968003932033e-01
6.590033355500000653e+03,3.282719806498751725e-01
6.590115943875000085e+03,3.141029550460739395e-01
6.590198532250000426e+03,2.996741202928118186e-01
6.590281120625000767e+03,2.849644946792180833e-01
6.590363709000000199e+03,2.669378457695947282e-01
6.590446297375000540e+03,2.527482463888958142e-01
6.590528885749999972e+03,2.402952056055222829e-01
6.590611474125000314e+03,2.206155272721947724e-01
6.590694062500000655e+03,2.078730560431431562e-01
6.590776650875000087e+03,1.923294976201505579e-01
6.590859239250000428e+03,1.808966438651874176e-01
6.590941827625000769e+03,1.679961884512200243e-01
6.591024416000000201e+03,1.560020592016506114e-01
6.591107004375000542e+03,1.426937324662247986e-01
6.591189592750000884e+03,1.307247740744391373e-01
6.591272181125000316e+03,1.228122014050141014e-01
6.591354769500000657e+03,1.119513106110524570e-01
6.591437357875000089e+03,1.024931514190892817e-01
6.591519946250000430e+03,9.401884685455956514e-02
6.591602534625000771e+03,8.486598772201456309e-02
6.591685123000000203e+03,7.961727581257710407e-02
6.591767711375000545e+03,7.278206413740473391e-02
6.591850299749999976e+03,6.722466703510525388e-02
6.591932888125000318e+03,6.044389066756861162e-02
6.592015476500000659e+03,5.599620107229186933e-02
6.592098064875000091e+03,5.012945658524740888e-02
6.592180653250000432e+03,4.629566412258971642e-02
6.592263241625000774e+03,4.207007176479781591e-02
6.592345830000000205e+03,4.017837662162446893e-02
6.592428418375000547e+03,3.562345888966753082e-02
6.592511006750000888e+03,3.311607662574609506e-02
6.592593595125000320e+03,3.084608355105922933e-02
6.592676183500000661e+03,2.785579302754691289e-02
6.592758771875000093e+03,2.548038340003610722e-02
6.592841360250000434e+03,2.395766887422058275e-02
6.592923948625000776e+03,2.228795385719225738e-02
6.593006537000000208e+03,2.032437581638730714e-02
6.593089125375000549e+03,1.909480738891728216e-02
6.593171713749999981e+03,1.781614947010496178e-02
6.593254302125000322e+03,1.617368841385880690e-02
6.593336890500000663e+03,1.471288288598190247e-02
6.593419478875000095e+03,1.404925645633499365e-02
6.593502067250000437e+03,1.260215681293242081e-02
6.593584655625000778e+03,1.142770055806007629e-02
6.593667244000000210e+03,1.114153030457002390e-02
6.593749832375000551e+03,1.004381398244246978e-02
6.593832420750000892e+03,9.295784472152089639e-03
6.593915009125000324e+03,8.568660708913553373e-03
6.593997597500000666e+03,7.652536555447862765e-03
6.594080185875000097e+03,7.072183790833993892e-03
6.594162774250000439e+03,6.162870392434564859e-03
6.594245362625000780e+03,6.366163539201834427e-03
6.594327951000000212e+03,5.778642102078927409e-03
6.594410539375000553e+03,6.044927096592026330e-03
6.594493127749999985e+03,4.953368524449689066e-03
6.594575716125000326e+03,4.680656991241157784e-03
6.594658304500000668e+03,4.176910359560217362e-03
6.594740892875000100e+03,3.771114494709891865e-03
6.594823481250000441e+03,3.477287757032043302e-03
6.594906069625000782e+03,3.155422725542820443e-03
6.594988658000000214e+03,2.791511254243149096e-03
6.595071246375000555e+03,2.707642960178415197e-03
6.595153834750000897e+03,2.280642930468094760e-03
6.595236423125000329e+03,2.378811615251112850e-03
6.595319011500000670e+03,2.217869850314749085e-03
6.595401599875000102e+03,1.986873212564652623e-03
6.595484188250000443e+03,1.755850595003115343e-03
6.595566776625000784e+03,1.692909154062544009e-03
6.595649365000000216e+03,1.615950915468298719e-03
6.595731953375000558e+03,1.426899972886466403e-03
6.595814541749999989e+03,1.230822116301904644e-03
6.595897130125000331e+03,8.875953391550154073e-04
6.595979718500000672e+03,1.020767537050893022e-03
6.596062306875000104e+03,6.004152032818873934e-04
6.596144895250000445e+03,8.176729110562420315e-04
6.596227483625000787e+03,4.533227923887660194e-04
6.596310072000000218e+03,1.885155239169763650e-05
6.596392660375000560e+03,3.132056809092689581e-04
6.596475248750000901e+03,3.692937116928242782e-04
6.596557837125000333e+03,5.390071090195624863e-05
6.596640425500000674e+03,4.689415470954025859e-05
6.596723013875000106e+03,1.704127147827368995e-04
6.596805602250000447e+03,2.755779870761771908e-04
6.596888190625000789e+03,2.685827254965373690e-04
6.596970779000000221e+03,2.475643404656250159e-04
6.597053367375000562e+03,2.405667142896331383e-04
6.597135955749999994e+03,7.314172739577408724e-04
6.597218544125000335e+03,6.122484666088374213e-04
6.597301132500000676e+03,5.561809627298639055e-04
6.597383720875000108e+03,6.964751164844673647e-04
6.597466309250000450e+03,5.071488427397614560e-04
6.597548897625000791e+03,1.033222280276269297e-03
6.597631486000000223e+03,8.228506664341874279e-04
6.597714074375000564e+03,6.966320175296779934e-04
6.597796662750000905e+03,7.948828896617961748e-04
6.597879251125000337e+03,6.686484466519173686e-04
6.597961839500000679e+03,7.809406255918695814e-04
6.598044427875000110e+03,9.563921773161763095e-04
6.598127016250000452e+03,1.061696520895312554e-03
6.598209604625000793e+03,9.214144763580693750e-04
6.598292193000000225e+03,9.846237854326219448e-04
6.598374781375000566e+03,1.047840217573665000e-03
6.598457369749999998e+03,1.209319682239970179e-03
6.598539958125000339e+03,1.251499877033826090e-03
6.598622546500000681e+03,1.097150860724547053e-03
6.598705134875000113e+03,1.300777200889151591e-03
6.598787723250000454e+03,1.132373840604168408e-03
6.598870311625000795e+03,1.286883321125076567e-03
6.598952900000000227e+03,1.209728678801970554e-03
6.599035488375000568e+03,1.448512521732474171e-03
6.599118076750000910e+03,1.329229626080837045e-03
6.599200665125000342e+03,1.174824079960274823e-03
6.599283253500000683e+03,1.504935411767636694e-03
6.599365841875000115e+03,1.252205512684249379e-03
6.599448430250000456e+03,1.315483371881908618e-03
6.599531018625000797e+03,1.315557551405951899e-03
6.599613607000000229e+03,1.428012860585895719e-03
6.599696195375000570e+03,1.357851232726784005e-03
6.599778783750000002e+03,1.329829364891622814e-03
6.599861372125000344e+03,1.379079430210701116e-03
6.599943960500000685e+03,1.456436670706180237e-03
6.600026548875000117e+03,1.294925400989538821e-03
